city,country,Gender,Date,Card Type,Exp Type,amount,day_name,holiday_name,holiday_type
Ahmedabad," India",Male,2015-03-27,Platinum,Fuel,22633,"Friday   ",,
"Greater Mumbai"," India",Male,2014-12-02,Platinum,Entertainment,170334,"Tuesday  ",,
Bengaluru," India",Female,2014-05-06,Silver,Bills,71961,"Tuesday  ",,
Delhi," India",Female,2014-07-05,Platinum,Entertainment,63013,"Saturday ",,
Bengaluru," India",Male,2014-11-22,Signature,Food,30977,"Saturday ",,
Bengaluru," India",Male,2015-01-20,Platinum,Entertainment,291410,"Tuesday  ",,
Delhi," India",Female,2014-07-29,Signature,Bills,53145,"Tuesday  ",,
Ahmedabad," India",Male,2014-06-10,Gold,Entertainment,122591,"Tuesday  ",,
Bengaluru," India",Male,2015-03-03,Gold,Food,130054,"Tuesday  ",,
Bengaluru," India",Female,2014-11-02,Platinum,Entertainment,10760,"Sunday   ",,
Bengaluru," India",Male,2013-12-08,Platinum,Grocery,43553,"Sunday   ",,
Ahmedabad," India",Female,2013-10-31,Gold,Bills,51687,"Thursday ",Halloween,Observance
Bengaluru," India",Male,2014-04-05,Gold,Grocery,178069,"Saturday ",,
"Greater Mumbai"," India",Male,2014-03-26,Silver,Entertainment,176991,Wednesday,,
Bengaluru," India",Male,2014-04-02,Silver,Food,144026,Wednesday,,
Bengaluru," India",Male,2015-03-25,Signature,Entertainment,208419,Wednesday,,
Ahmedabad," India",Male,2014-04-14,Platinum,Bills,180221,"Monday   ","Ambedkar Jayanti",Observance
Ahmedabad," India",Male,2014-04-14,Platinum,Bills,180221,"Monday   ",Vaisakhi,"Restricted Holiday"
Ahmedabad," India",Female,2015-02-15,Signature,Food,292783,"Sunday   ",,
Bengaluru," India",Female,2013-10-20,Signature,Entertainment,133243,"Sunday   ",,
Delhi," India",Male,2014-12-26,Signature,Fuel,251408,"Friday   ",,
Bengaluru," India",Female,2014-04-26,Gold,Fuel,73686,"Saturday ",,
Ahmedabad," India",Female,2015-01-26,Signature,Bills,229003,"Monday   ","Republic Day","Gazetted Holiday"
Ahmedabad," India",Male,2013-11-19,Silver,Entertainment,3457,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-08-22,Signature,Bills,175636,"Friday   ",,
"Greater Mumbai"," India",Female,2014-03-02,Silver,Food,116528,"Sunday   ",,
Bengaluru," India",Female,2014-10-05,Platinum,Bills,193363,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-03-15,Gold,Grocery,268380,"Saturday ",,
Ahmedabad," India",Female,2014-07-14,Gold,Bills,93707,"Monday   ",,
Bengaluru," India",Male,2014-07-09,Platinum,Fuel,168854,Wednesday,,
Ahmedabad," India",Male,2014-07-07,Platinum,Fuel,278309,"Monday   ",,
Bengaluru," India",Female,2013-10-09,Signature,Entertainment,157165,Wednesday,,
Bengaluru," India",Female,2015-01-20,Signature,Entertainment,245077,"Tuesday  ",,
Bengaluru," India",Male,2014-09-15,Platinum,Bills,91567,"Monday   ",,
"Greater Mumbai"," India",Female,2014-03-26,Silver,Bills,26743,Wednesday,,
Bengaluru," India",Male,2015-02-05,Platinum,Food,295759,"Thursday ",,
"Greater Mumbai"," India",Male,2014-11-08,Silver,Food,5341,"Saturday ",,
"Greater Mumbai"," India",Male,2014-01-31,Silver,Food,290003,"Friday   ","Lunar New Year",Observance
"Greater Mumbai"," India",Female,2014-12-22,Signature,Food,224545,"Monday   ","December Solstice",Season
"Greater Mumbai"," India",Male,2014-10-08,Platinum,Food,16860,Wednesday,,
"Greater Mumbai"," India",Male,2014-08-28,Silver,Fuel,127736,"Thursday ",,
Delhi," India",Male,2013-11-14,Gold,Bills,46898,"Thursday ",Muharram/Ashura,"Gazetted Holiday"
Ahmedabad," India",Male,2014-04-05,Silver,Fuel,240544,"Saturday ",,
Bengaluru," India",Male,2014-10-23,Platinum,Fuel,232975,"Thursday ",Diwali/Deepavali,"Gazetted Holiday"
Bengaluru," India",Female,2014-05-04,Silver,Food,142498,"Sunday   ",,
Delhi," India",Male,2014-07-20,Platinum,Food,121125,"Sunday   ",,
Ahmedabad," India",Male,2014-12-01,Silver,Food,87180,"Monday   ",,
Delhi," India",Male,2014-04-10,Platinum,Food,249324,"Thursday ",,
"Greater Mumbai"," India",Female,2013-11-29,Silver,Bills,268662,"Friday   ",,
Bengaluru," India",Female,2015-02-22,Platinum,Fuel,11983,"Sunday   ",,
Delhi," India",Female,2015-05-19,Signature,Entertainment,193645,"Tuesday  ",,
Bengaluru," India",Female,2015-02-03,Silver,Entertainment,194188,"Tuesday  ","Guru Ravidas Jayanti","Restricted Holiday"
"Greater Mumbai"," India",Male,2014-11-15,Gold,Fuel,52414,"Saturday ",,
Bengaluru," India",Female,2014-09-02,Signature,Fuel,238593,"Tuesday  ",,
Delhi," India",Male,2014-03-12,Gold,Fuel,200476,Wednesday,,
Bengaluru," India",Female,2013-10-09,Gold,Food,216547,Wednesday,,
Delhi," India",Female,2014-10-03,Silver,Food,53275,"Friday   ",Dussehra,"Gazetted Holiday"
Bengaluru," India",Female,2014-02-04,Silver,Food,243084,"Tuesday  ","Vasant Panchami","Restricted Holiday"
Ahmedabad," India",Male,2013-12-19,Silver,Grocery,206770,"Thursday ",,
"Greater Mumbai"," India",Female,2014-08-20,Signature,Entertainment,230250,Wednesday,,
Delhi," India",Female,2014-01-26,Gold,Fuel,135845,"Sunday   ","Republic Day","Gazetted Holiday"
Ahmedabad," India",Female,2015-02-27,Platinum,Bills,283472,"Friday   ",,
Bengaluru," India",Male,2014-08-03,Platinum,Grocery,178682,"Sunday   ","Friendship Day",Observance
Delhi," India",Male,2015-04-13,Signature,Food,27210,"Monday   ",,
Delhi," India",Female,2014-12-02,Silver,Food,284328,"Tuesday  ",,
Bengaluru," India",Female,2013-10-20,Signature,Grocery,250663,"Sunday   ",,
Delhi," India",Male,2015-02-05,Silver,Grocery,154520,"Thursday ",,
Ahmedabad," India",Female,2015-01-27,Silver,Grocery,108312,"Tuesday  ",,
"Greater Mumbai"," India",Male,2014-08-16,Platinum,Grocery,53481,"Saturday ",,
Ahmedabad," India",Male,2014-01-21,Gold,Food,46678,"Tuesday  ",,
Ahmedabad," India",Male,2014-10-30,Platinum,Entertainment,271750,"Thursday ",,
Bengaluru," India",Male,2014-03-25,Platinum,Bills,115445,"Tuesday  ",,
Delhi," India",Female,2014-05-26,Platinum,Grocery,148687,"Monday   ",,
"Greater Mumbai"," India",Female,2013-10-08,Gold,Entertainment,188378,"Tuesday  ",,
Bengaluru," India",Male,2015-03-25,Signature,Food,61457,Wednesday,,
"Greater Mumbai"," India",Male,2015-01-17,Platinum,Food,69714,"Saturday ",,
Delhi," India",Female,2015-02-15,Signature,Bills,18294,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-06-01,Silver,Bills,87053,"Sunday   ",,
Delhi," India",Male,2015-04-19,Gold,Grocery,55673,"Sunday   ",,
Ahmedabad," India",Male,2014-12-04,Platinum,Grocery,258372,"Thursday ",,
Bengaluru," India",Female,2015-04-09,Silver,Fuel,200981,"Thursday ",,
Ahmedabad," India",Female,2015-04-17,Signature,Grocery,158682,"Friday   ",,
Bengaluru," India",Female,2014-05-05,Gold,Entertainment,196545,"Monday   ",,
Bengaluru," India",Male,2014-01-22,Silver,Grocery,14465,Wednesday,,
Delhi," India",Female,2014-10-30,Platinum,Bills,252594,"Thursday ",,
Bengaluru," India",Female,2014-09-16,Gold,Bills,194422,"Tuesday  ",,
Delhi," India",Male,2014-08-21,Gold,Bills,161183,"Thursday ",,
Delhi," India",Male,2014-01-02,Silver,Food,72118,"Thursday ",,
Ahmedabad," India",Male,2014-12-23,Platinum,Grocery,132199,"Tuesday  ",,
Delhi," India",Male,2014-08-17,Gold,Fuel,62319,"Sunday   ","Janmashtami (Smarta)",Observance
Bengaluru," India",Female,2015-05-12,Gold,Fuel,145290,"Tuesday  ",,
"Greater Mumbai"," India",Male,2014-02-21,Silver,Grocery,166432,"Friday   ",,
Bengaluru," India",Male,2015-03-31,Platinum,Food,134309,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-10-27,Gold,Bills,260413,"Monday   ",,
Bengaluru," India",Male,2014-07-16,Platinum,Grocery,269179,Wednesday,,
Delhi," India",Female,2014-01-07,Silver,Entertainment,169072,"Tuesday  ","Guru Govind Singh Jayanti","Restricted Holiday"
Ahmedabad," India",Male,2014-10-13,Silver,Food,276611,"Monday   ",,
Delhi," India",Male,2015-01-04,Signature,Fuel,149440,"Sunday   ","Milad un-Nabi","Gazetted Holiday"
Delhi," India",Male,2014-07-25,Signature,Fuel,214871,"Friday   ","Jamat Ul-Vida","Restricted Holiday"
Delhi," India",Male,2015-04-18,Silver,Fuel,86484,"Saturday ",,
Delhi," India",Female,2014-08-17,Platinum,Grocery,133675,"Sunday   ","Janmashtami (Smarta)",Observance
Delhi," India",Female,2014-04-24,Gold,Entertainment,254570,"Thursday ",,
Delhi," India",Female,2014-12-14,Silver,Entertainment,199172,"Sunday   ",,
Ahmedabad," India",Male,2015-03-25,Gold,Bills,62801,Wednesday,,
Ahmedabad," India",Male,2015-05-10,Platinum,Bills,241407,"Sunday   ","Mother’s Day",Observance
Ahmedabad," India",Male,2015-02-26,Gold,Fuel,34164,"Thursday ",,
Bengaluru," India",Female,2015-02-14,Silver,Grocery,203792,"Saturday ","Valentine's Day",Observance
Bengaluru," India",Female,2015-02-14,Silver,Grocery,203792,"Saturday ","Maharishi Dayanand Saraswati Jayanti","Restricted Holiday"
Bengaluru," India",Male,2013-11-09,Gold,Bills,44897,"Saturday ",,
Delhi," India",Male,2015-03-30,Gold,Bills,60298,"Monday   ",,
Bengaluru," India",Female,2015-05-17,Platinum,Fuel,64993,"Sunday   ",,
Delhi," India",Male,2014-07-20,Platinum,Bills,83640,"Sunday   ",,
Delhi," India",Female,2014-11-11,Silver,Entertainment,176120,"Tuesday  ",,
Delhi," India",Female,2014-11-11,Signature,Entertainment,129341,"Tuesday  ",,
Ahmedabad," India",Female,2014-12-23,Silver,Entertainment,207326,"Tuesday  ",,
Delhi," India",Male,2015-04-09,Gold,Entertainment,4382,"Thursday ",,
Ahmedabad," India",Female,2014-09-08,Signature,Entertainment,91960,"Monday   ",,
Bengaluru," India",Female,2013-12-12,Silver,Entertainment,123310,"Thursday ",,
Ahmedabad," India",Male,2014-06-17,Signature,Bills,142147,"Tuesday  ",,
Ahmedabad," India",Female,2015-02-04,Platinum,Bills,31588,Wednesday,,
Delhi," India",Female,2014-05-14,Signature,Fuel,188598,Wednesday,"Buddha Purnima/Vesak","Gazetted Holiday"
Delhi," India",Male,2013-12-30,Platinum,Grocery,206837,"Monday   ",,
Ahmedabad," India",Male,2014-09-06,Signature,Entertainment,276919,"Saturday ",Onam,"Restricted Holiday"
Delhi," India",Male,2013-10-19,Signature,Entertainment,46974,"Saturday ",,
Ahmedabad," India",Male,2015-03-17,Platinum,Bills,186737,"Tuesday  ",,
Ahmedabad," India",Male,2015-02-23,Signature,Fuel,18173,"Monday   ",,
"Greater Mumbai"," India",Female,2015-02-06,Silver,Bills,108752,"Friday   ",,
Delhi," India",Male,2014-01-11,Gold,Food,28989,"Saturday ",,
"Greater Mumbai"," India",Male,2015-01-20,Gold,Fuel,77528,"Tuesday  ",,
"Greater Mumbai"," India",Male,2014-11-02,Signature,Grocery,204972,"Sunday   ",,
Bengaluru," India",Female,2014-05-04,Silver,Grocery,47975,"Sunday   ",,
Ahmedabad," India",Male,2014-08-24,Platinum,Entertainment,108378,"Sunday   ",,
Ahmedabad," India",Female,2015-04-16,Platinum,Food,43850,"Thursday ",,
Bengaluru," India",Female,2015-04-20,Gold,Entertainment,257148,"Monday   ",,
"Greater Mumbai"," India",Female,2014-08-30,Silver,Bills,11713,"Saturday ",,
Delhi," India",Female,2014-12-12,Gold,Bills,165269,"Friday   ",,
Bengaluru," India",Female,2014-09-13,Gold,Grocery,291499,"Saturday ",,
"Greater Mumbai"," India",Female,2014-12-03,Signature,Fuel,1416,Wednesday,,
Ahmedabad," India",Male,2014-06-04,Signature,Food,186751,Wednesday,,
"Greater Mumbai"," India",Male,2014-02-18,Platinum,Entertainment,66496,"Tuesday  ",,
"Greater Mumbai"," India",Female,2015-05-21,Silver,Fuel,182815,"Thursday ",,
Bengaluru," India",Female,2015-05-24,Silver,Entertainment,247546,"Sunday   ",,
"Greater Mumbai"," India",Female,2013-11-13,Gold,Bills,292628,Wednesday,,
Delhi," India",Female,2014-06-07,Silver,Entertainment,98422,"Saturday ",,
Ahmedabad," India",Female,2015-05-09,Signature,Grocery,299077,"Saturday ","Birthday of Rabindranath","Restricted Holiday"
"Greater Mumbai"," India",Female,2013-12-10,Gold,Grocery,178470,"Tuesday  ",,
Ahmedabad," India",Female,2014-07-22,Platinum,Food,228398,"Tuesday  ",,
Delhi," India",Male,2014-08-27,Signature,Food,222547,Wednesday,,
Delhi," India",Female,2014-09-29,Signature,Entertainment,147413,"Monday   ",,
Delhi," India",Female,2013-10-17,Gold,Grocery,102262,"Thursday ",,
Bengaluru," India",Male,2014-01-02,Gold,Grocery,97540,"Thursday ",,
Bengaluru," India",Male,2014-08-12,Gold,Entertainment,285606,"Tuesday  ",,
Ahmedabad," India",Female,2013-10-29,Silver,Entertainment,241605,"Tuesday  ",,
"Greater Mumbai"," India",Female,2013-11-09,Gold,Fuel,291366,"Saturday ",,
Delhi," India",Male,2014-07-28,Platinum,Bills,286264,"Monday   ",,
"Greater Mumbai"," India",Female,2014-01-06,Silver,Bills,38545,"Monday   ",,
Delhi," India",Female,2014-03-19,Platinum,Bills,227321,Wednesday,,
Delhi," India",Female,2015-03-21,Silver,Grocery,137573,"Saturday ","March Equinox",Season
Delhi," India",Female,2015-03-21,Silver,Grocery,137573,"Saturday ","Gudi Padwa","Restricted Holiday"
Delhi," India",Female,2015-03-21,Silver,Grocery,137573,"Saturday ",Ugadi,"Restricted Holiday"
Delhi," India",Female,2015-03-21,Silver,Grocery,137573,"Saturday ","Chaitra Sukhladi","Restricted Holiday"
Ahmedabad," India",Female,2014-06-06,Signature,Fuel,37799,"Friday   ",,
Bengaluru," India",Male,2015-04-01,Platinum,Bills,118396,Wednesday,,
Delhi," India",Male,2014-09-02,Gold,Food,207005,"Tuesday  ",,
Bengaluru," India",Female,2014-09-26,Signature,Entertainment,110085,"Friday   ",,
Ahmedabad," India",Female,2014-10-06,Signature,Fuel,148770,"Monday   ",Bakrid,"Gazetted Holiday"
Ahmedabad," India",Male,2015-04-08,Gold,Entertainment,274020,Wednesday,,
"Greater Mumbai"," India",Female,2015-01-26,Gold,Bills,198928,"Monday   ","Republic Day","Gazetted Holiday"
Bengaluru," India",Female,2014-09-14,Gold,Fuel,28830,"Sunday   ",,
Ahmedabad," India",Male,2014-12-16,Signature,Bills,188596,"Tuesday  ",,
Delhi," India",Male,2014-10-04,Platinum,Bills,213605,"Saturday ",,
Bengaluru," India",Male,2014-05-28,Platinum,Grocery,9991,Wednesday,,
"Greater Mumbai"," India",Female,2014-10-12,Signature,Fuel,266251,"Sunday   ",,
Delhi," India",Female,2014-05-22,Gold,Entertainment,2833,"Thursday ",,
Delhi," India",Male,2014-08-10,Gold,Fuel,167447,"Sunday   ","Raksha Bandhan (Rakhi)","Restricted Holiday"
"Greater Mumbai"," India",Male,2014-10-18,Signature,Fuel,277423,"Saturday ",,
Delhi," India",Female,2015-02-20,Platinum,Fuel,241782,"Friday   ",,
Delhi," India",Female,2014-09-02,Signature,Fuel,212151,"Tuesday  ",,
Bengaluru," India",Male,2014-01-07,Gold,Entertainment,220126,"Tuesday  ","Guru Govind Singh Jayanti","Restricted Holiday"
"Greater Mumbai"," India",Male,2015-04-13,Platinum,Grocery,57321,"Monday   ",,
Bengaluru," India",Male,2014-05-14,Signature,Entertainment,202781,Wednesday,"Buddha Purnima/Vesak","Gazetted Holiday"
Bengaluru," India",Female,2013-10-25,Signature,Food,42802,"Friday   ",,
Delhi," India",Female,2014-02-13,Signature,Bills,147429,"Thursday ",,
"Greater Mumbai"," India",Female,2014-12-11,Signature,Fuel,181390,"Thursday ",,
Delhi," India",Female,2014-01-14,Signature,Food,182273,"Tuesday  ","Milad un-Nabi","Gazetted Holiday"
Delhi," India",Female,2014-01-14,Signature,Food,182273,"Tuesday  ","Makar Sankranti","Restricted Holiday"
Delhi," India",Female,2014-01-14,Signature,Food,182273,"Tuesday  ",Pongal,"Restricted Holiday"
"Greater Mumbai"," India",Female,2015-05-10,Gold,Food,153237,"Sunday   ","Mother’s Day",Observance
Ahmedabad," India",Female,2013-11-30,Silver,Bills,207537,"Saturday ",,
Delhi," India",Female,2014-02-16,Platinum,Food,106619,"Sunday   ",,
Bengaluru," India",Female,2013-10-29,Silver,Grocery,63284,"Tuesday  ",,
Ahmedabad," India",Male,2014-06-16,Platinum,Entertainment,135305,"Monday   ",,
Ahmedabad," India",Male,2014-05-31,Gold,Food,195758,"Saturday ",,
Bengaluru," India",Female,2015-02-12,Platinum,Grocery,171643,"Thursday ",,
Delhi," India",Female,2014-10-19,Silver,Grocery,41968,"Sunday   ",,
"Greater Mumbai"," India",Male,2015-02-01,Platinum,Bills,241286,"Sunday   ",,
Bengaluru," India",Female,2015-05-03,Silver,Entertainment,27360,"Sunday   ","Hazarat Ali's Birthday","Restricted Holiday"
Delhi," India",Male,2015-02-13,Signature,Bills,188733,"Friday   ",,
Delhi," India",Male,2015-01-05,Gold,Grocery,82219,"Monday   ","Guru Govind Singh Jayanti","Restricted Holiday"
Delhi," India",Female,2014-07-13,Signature,Bills,45055,"Sunday   ",,
Ahmedabad," India",Male,2014-12-31,Platinum,Grocery,18081,Wednesday,"New Year's Eve",Observance
"Greater Mumbai"," India",Female,2014-03-11,Silver,Bills,250750,"Tuesday  ",,
Ahmedabad," India",Male,2014-11-25,Silver,Fuel,161891,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-09-26,Silver,Grocery,109050,"Friday   ",,
"Greater Mumbai"," India",Female,2014-03-20,Gold,Bills,130529,"Thursday ","March Equinox",Season
Delhi," India",Male,2014-11-14,Platinum,Entertainment,159688,"Friday   ",,
Bengaluru," India",Female,2014-04-26,Gold,Grocery,235917,"Saturday ",,
Bengaluru," India",Male,2014-10-26,Signature,Entertainment,268799,"Sunday   ",,
"Greater Mumbai"," India",Female,2013-10-21,Platinum,Fuel,156242,"Monday   ",,
Ahmedabad," India",Female,2014-08-11,Platinum,Food,206947,"Monday   ",,
Ahmedabad," India",Male,2014-07-10,Signature,Fuel,38454,"Thursday ",,
Ahmedabad," India",Female,2014-07-31,Signature,Grocery,105543,"Thursday ",,
Delhi," India",Female,2014-05-30,Silver,Grocery,152775,"Friday   ",,
Delhi," India",Female,2015-04-24,Gold,Grocery,55120,"Friday   ",,
Delhi," India",Male,2014-06-17,Gold,Food,54377,"Tuesday  ",,
Ahmedabad," India",Female,2013-10-10,Silver,Entertainment,79847,"Thursday ","First Day of Durga Puja Festivities","Observance, Hinduism"
Bengaluru," India",Female,2014-10-26,Signature,Grocery,139348,"Sunday   ",,
Ahmedabad," India",Male,2014-01-13,Silver,Grocery,126021,"Monday   ",,
"Greater Mumbai"," India",Male,2015-05-05,Signature,Grocery,286858,"Tuesday  ",,
Bengaluru," India",Male,2014-01-07,Platinum,Fuel,94896,"Tuesday  ","Guru Govind Singh Jayanti","Restricted Holiday"
"Greater Mumbai"," India",Male,2015-04-27,Gold,Entertainment,266507,"Monday   ",,
Delhi," India",Female,2015-01-28,Silver,Food,214880,Wednesday,,
Ahmedabad," India",Male,2014-08-08,Platinum,Bills,118300,"Friday   ",,
"Greater Mumbai"," India",Female,2015-03-25,Gold,Grocery,203873,Wednesday,,
Delhi," India",Male,2014-12-28,Silver,Fuel,159378,"Sunday   ",,
Delhi," India",Male,2014-05-23,Silver,Entertainment,25055,"Friday   ",,
Bengaluru," India",Female,2013-12-22,Silver,Entertainment,149133,"Sunday   ",,
Bengaluru," India",Female,2015-05-12,Platinum,Entertainment,229549,"Tuesday  ",,
Bengaluru," India",Male,2014-02-08,Silver,Entertainment,298720,"Saturday ",,
Ahmedabad," India",Female,2014-03-02,Gold,Grocery,74717,"Sunday   ",,
Ahmedabad," India",Male,2014-08-05,Platinum,Food,270794,"Tuesday  ",,
Ahmedabad," India",Female,2014-10-14,Platinum,Entertainment,42478,"Tuesday  ",,
Delhi," India",Male,2014-07-05,Silver,Fuel,94854,"Saturday ",,
"Greater Mumbai"," India",Male,2015-05-14,Gold,Fuel,236940,"Thursday ",,
Delhi," India",Male,2014-04-13,Gold,Grocery,163832,"Sunday   ","Mahavir Jayanti","Gazetted Holiday"
Ahmedabad," India",Male,2014-10-15,Platinum,Bills,156679,Wednesday,,
Bengaluru," India",Female,2014-10-06,Signature,Bills,142985,"Monday   ",Bakrid,"Gazetted Holiday"
"Greater Mumbai"," India",Male,2014-09-16,Signature,Bills,22203,"Tuesday  ",,
Ahmedabad," India",Male,2013-10-25,Silver,Grocery,40749,"Friday   ",,
Ahmedabad," India",Female,2015-02-08,Silver,Food,127835,"Sunday   ",,
Bengaluru," India",Female,2014-12-07,Platinum,Grocery,255397,"Sunday   ",,
Delhi," India",Male,2014-09-28,Silver,Bills,115346,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-09-17,Silver,Grocery,145371,Wednesday,,
Delhi," India",Female,2015-02-02,Platinum,Food,50430,"Monday   ",,
Ahmedabad," India",Female,2014-05-23,Signature,Entertainment,20343,"Friday   ",,
Delhi," India",Male,2015-01-17,Signature,Grocery,6700,"Saturday ",,
"Greater Mumbai"," India",Female,2013-11-19,Gold,Grocery,58158,"Tuesday  ",,
"Greater Mumbai"," India",Female,2013-10-27,Signature,Bills,241157,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-08-08,Gold,Food,145053,"Friday   ",,
Delhi," India",Male,2014-02-02,Gold,Entertainment,184435,"Sunday   ",,
Delhi," India",Female,2013-11-08,Gold,Grocery,254192,"Friday   ","Chhat Puja (Pratihar Sashthi/Surya Sashthi)","Restricted Holiday"
Delhi," India",Male,2014-06-06,Gold,Grocery,260910,"Friday   ",,
Ahmedabad," India",Female,2014-10-27,Silver,Bills,245876,"Monday   ",,
Ahmedabad," India",Female,2014-08-02,Silver,Fuel,204747,"Saturday ",,
Bengaluru," India",Female,2014-09-20,Signature,Entertainment,218442,"Saturday ",,
Delhi," India",Male,2013-12-30,Silver,Entertainment,239736,"Monday   ",,
"Greater Mumbai"," India",Male,2013-12-13,Gold,Grocery,267811,"Friday   ",,
Delhi," India",Female,2014-09-20,Platinum,Food,262326,"Saturday ",,
"Greater Mumbai"," India",Female,2015-03-27,Platinum,Fuel,85529,"Friday   ",,
Bengaluru," India",Male,2014-11-20,Signature,Food,271792,"Thursday ",,
"Greater Mumbai"," India",Female,2014-12-06,Signature,Food,75287,"Saturday ",,
"Greater Mumbai"," India",Male,2014-03-23,Signature,Food,74393,"Sunday   ",,
Delhi," India",Female,2014-01-05,Gold,Food,251500,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-11-29,Gold,Food,144703,"Saturday ",,
Delhi," India",Male,2014-03-14,Silver,Food,227541,"Friday   ",,
"Greater Mumbai"," India",Female,2014-12-12,Signature,Fuel,131109,"Friday   ",,
Delhi," India",Female,2015-04-10,Gold,Bills,67618,"Friday   ",,
Bengaluru," India",Female,2015-03-28,Platinum,Food,220751,"Saturday ","Rama Navami","Gazetted Holiday"
"Greater Mumbai"," India",Male,2014-10-18,Signature,Entertainment,76189,"Saturday ",,
Bengaluru," India",Male,2013-10-19,Platinum,Food,109746,"Saturday ",,
Ahmedabad," India",Male,2015-04-09,Gold,Entertainment,54231,"Thursday ",,
Ahmedabad," India",Female,2014-12-14,Silver,Food,219277,"Sunday   ",,
Delhi," India",Female,2013-12-15,Signature,Grocery,251313,"Sunday   ",,
Delhi," India",Female,2014-12-26,Gold,Grocery,130362,"Friday   ",,
Ahmedabad," India",Female,2014-07-28,Silver,Food,184304,"Monday   ",,
"Greater Mumbai"," India",Male,2014-12-01,Signature,Grocery,58349,"Monday   ",,
Bengaluru," India",Female,2014-05-01,Platinum,Fuel,13626,"Thursday ","International Worker's Day",Observance
Bengaluru," India",Female,2014-09-03,Signature,Grocery,294284,Wednesday,,
"Greater Mumbai"," India",Male,2014-12-20,Silver,Fuel,48127,"Saturday ",,
Delhi," India",Male,2014-09-16,Gold,Food,69081,"Tuesday  ",,
Bengaluru," India",Female,2014-01-08,Gold,Fuel,104527,Wednesday,,
"Greater Mumbai"," India",Female,2014-06-01,Gold,Fuel,150611,"Sunday   ",,
"Greater Mumbai"," India",Male,2014-01-01,Gold,Food,186553,Wednesday,"New Year's Day","Restricted Holiday"
Bengaluru," India",Female,2014-07-08,Signature,Fuel,109620,"Tuesday  ",,
Bengaluru," India",Female,2014-04-22,Signature,Food,86351,"Tuesday  ",,
Delhi," India",Female,2015-02-18,Gold,Food,31110,Wednesday,,
Delhi," India",Female,2015-02-28,Platinum,Grocery,22791,"Saturday ",,
Bengaluru," India",Male,2014-05-19,Platinum,Bills,260412,"Monday   ",,
Delhi," India",Male,2014-04-18,Platinum,Entertainment,52446,"Friday   ","Good Friday","Gazetted Holiday"
Ahmedabad," India",Female,2014-09-21,Signature,Fuel,194228,"Sunday   ",,
Delhi," India",Female,2015-02-04,Signature,Entertainment,265787,Wednesday,,
"Greater Mumbai"," India",Female,2014-05-22,Platinum,Fuel,87492,"Thursday ",,
Bengaluru," India",Female,2014-08-11,Silver,Fuel,70263,"Monday   ",,
Delhi," India",Male,2014-04-19,Silver,Bills,94649,"Saturday ",,
"Greater Mumbai"," India",Female,2013-11-14,Gold,Bills,26101,"Thursday ",Muharram/Ashura,"Gazetted Holiday"
Bengaluru," India",Female,2013-12-21,Silver,Fuel,166366,"Saturday ","December Solstice",Season
"Greater Mumbai"," India",Male,2014-01-02,Platinum,Food,54217,"Thursday ",,
Delhi," India",Male,2013-10-20,Signature,Entertainment,19797,"Sunday   ",,
Ahmedabad," India",Female,2015-02-21,Silver,Grocery,56221,"Saturday ",,
"Greater Mumbai"," India",Male,2015-04-04,Platinum,Food,297555,"Saturday ","First day of Passover",Observance
Bengaluru," India",Male,2014-07-27,Gold,Entertainment,224493,"Sunday   ",,
Bengaluru," India",Female,2015-05-08,Platinum,Food,271195,"Friday   ",,
Ahmedabad," India",Female,2014-11-30,Gold,Grocery,281372,"Sunday   ",,
Bengaluru," India",Female,2014-12-20,Silver,Entertainment,293844,"Saturday ",,
Ahmedabad," India",Female,2014-02-21,Platinum,Grocery,12601,"Friday   ",,
Ahmedabad," India",Male,2014-12-24,Silver,Food,241422,Wednesday,"Christmas Eve","Restricted Holiday"
Ahmedabad," India",Male,2014-12-24,Silver,Food,241422,Wednesday,"Last day of Hanukkah",Observance
Ahmedabad," India",Male,2014-10-04,Signature,Food,110628,"Saturday ",,
Delhi," India",Female,2015-03-02,Gold,Fuel,28547,"Monday   ",,
Ahmedabad," India",Male,2014-06-06,Silver,Grocery,130901,"Friday   ",,
Delhi," India",Female,2014-11-17,Silver,Food,178556,"Monday   ",,
"Greater Mumbai"," India",Female,2014-04-21,Platinum,Fuel,228723,"Monday   ",,
Bengaluru," India",Male,2014-12-10,Platinum,Food,183422,Wednesday,,
Ahmedabad," India",Female,2014-12-26,Signature,Bills,179285,"Friday   ",,
Delhi," India",Male,2015-03-21,Signature,Fuel,101605,"Saturday ","March Equinox",Season
Delhi," India",Male,2015-03-21,Signature,Fuel,101605,"Saturday ","Gudi Padwa","Restricted Holiday"
Delhi," India",Male,2015-03-21,Signature,Fuel,101605,"Saturday ",Ugadi,"Restricted Holiday"
Delhi," India",Male,2015-03-21,Signature,Fuel,101605,"Saturday ","Chaitra Sukhladi","Restricted Holiday"
